"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"05/01/2023 03:00:00 - 05/01/2023 04:00:00","CTA|EE","Biomass","41.40"
"05/01/2023 04:00:00 - 05/01/2023 05:00:00","CTA|EE","Biomass","38.40"
"05/01/2023 05:00:00 - 05/01/2023 06:00:00","CTA|EE","Biomass","43.30"
"05/01/2023 06:00:00 - 05/01/2023 07:00:00","CTA|EE","Biomass","51.20"
"05/01/2023 07:00:00 - 05/01/2023 08:00:00","CTA|EE","Biomass","58.40"
"05/01/2023 08:00:00 - 05/01/2023 09:00:00","CTA|EE","Biomass","58.80"
"05/01/2023 09:00:00 - 05/01/2023 10:00:00","CTA|EE","Biomass","64.20"
"05/01/2023 10:00:00 - 05/01/2023 11:00:00","CTA|EE","Biomass","61.50"
"05/01/2023 11:00:00 - 05/01/2023 12:00:00","CTA|EE","Biomass","63.10"
"05/01/2023 12:00:00 - 05/01/2023 13:00:00","CTA|EE","Biomass","63.80"
"05/01/2023 13:00:00 - 05/01/2023 14:00:00","CTA|EE","Biomass","64.20"
"05/01/2023 14:00:00 - 05/01/2023 15:00:00","CTA|EE","Biomass","62.70"
"05/01/2023 15:00:00 - 05/01/2023 16:00:00","CTA|EE","Biomass","67.10"
"05/01/2023 16:00:00 - 05/01/2023 17:00:00","CTA|EE","Biomass","69.60"
"05/01/2023 17:00:00 - 05/01/2023 18:00:00","CTA|EE","Biomass","72.60"
"05/01/2023 18:00:00 - 05/01/2023 19:00:00","CTA|EE","Biomass","72.70"
"05/01/2023 19:00:00 - 05/01/2023 20:00:00","CTA|EE","Biomass","70.40"
"05/01/2023 20:00:00 - 05/01/2023 21:00:00","CTA|EE","Biomass","67.60"
"05/01/2023 21:00:00 - 05/01/2023 22:00:00","CTA|EE","Biomass","66.20"
"05/01/2023 22:00:00 - 05/01/2023 23:00:00","CTA|EE","Biomass","66.30"
"05/01/2023 23:00:00 - 06/01/2023 00:00:00","CTA|EE","Biomass","66.70"
"06/01/2023 00:00:00 - 06/01/2023 01:00:00","CTA|EE","Biomass","66.30"
"06/01/2023 01:00:00 - 06/01/2023 02:00:00","CTA|EE","Biomass","66.60"
"06/01/2023 02:00:00 - 06/01/2023 03:00:00","CTA|EE","Biomass","70.40"
"06/01/2023 03:00:00 - 06/01/2023 04:00:00","CTA|EE","Biomass","65.40"
"06/01/2023 04:00:00 - 06/01/2023 05:00:00","CTA|EE","Biomass","59.10"
"06/01/2023 05:00:00 - 06/01/2023 06:00:00","CTA|EE","Biomass","55.30"
"06/01/2023 06:00:00 - 06/01/2023 07:00:00","CTA|EE","Biomass","54.20"
"06/01/2023 07:00:00 - 06/01/2023 08:00:00","CTA|EE","Biomass","56.70"
"06/01/2023 08:00:00 - 06/01/2023 09:00:00","CTA|EE","Biomass","57.30"
"06/01/2023 09:00:00 - 06/01/2023 10:00:00","CTA|EE","Biomass","56.60"
"06/01/2023 10:00:00 - 06/01/2023 11:00:00","CTA|EE","Biomass","60.30"
"06/01/2023 11:00:00 - 06/01/2023 12:00:00","CTA|EE","Biomass","63.30"
"06/01/2023 12:00:00 - 06/01/2023 13:00:00","CTA|EE","Biomass","62.60"
"06/01/2023 13:00:00 - 06/01/2023 14:00:00","CTA|EE","Biomass","61.70"
"06/01/2023 14:00:00 - 06/01/2023 15:00:00","CTA|EE","Biomass","64.10"
"06/01/2023 15:00:00 - 06/01/2023 16:00:00","CTA|EE","Biomass","63.00"
"06/01/2023 16:00:00 - 06/01/2023 17:00:00","CTA|EE","Biomass","59.90"
"06/01/2023 17:00:00 - 06/01/2023 18:00:00","CTA|EE","Biomass","62.50"
"06/01/2023 18:00:00 - 06/01/2023 19:00:00","CTA|EE","Biomass","61.40"
"06/01/2023 19:00:00 - 06/01/2023 20:00:00","CTA|EE","Biomass","63.50"
"06/01/2023 20:00:00 - 06/01/2023 21:00:00","CTA|EE","Biomass","65.20"
"06/01/2023 21:00:00 - 06/01/2023 22:00:00","CTA|EE","Biomass","65.80"
"06/01/2023 22:00:00 - 06/01/2023 23:00:00","CTA|EE","Biomass","63.50"
"06/01/2023 23:00:00 - 07/01/2023 00:00:00","CTA|EE","Biomass","56.50"
"07/01/2023 00:00:00 - 07/01/2023 01:00:00","CTA|EE","Biomass","50.40"
"07/01/2023 01:00:00 - 07/01/2023 02:00:00","CTA|EE","Biomass","50.50"
"07/01/2023 02:00:00 - 07/01/2023 03:00:00","CTA|EE","Biomass","54.20"
"07/01/2023 03:00:00 - 07/01/2023 04:00:00","CTA|EE","Biomass","52.90"
"07/01/2023 04:00:00 - 07/01/2023 05:00:00","CTA|EE","Biomass","55.10"
"07/01/2023 05:00:00 - 07/01/2023 06:00:00","CTA|EE","Biomass","62.00"
"07/01/2023 06:00:00 - 07/01/2023 07:00:00","CTA|EE","Biomass","70.00"
"07/01/2023 07:00:00 - 07/01/2023 08:00:00","CTA|EE","Biomass","70.00"
"07/01/2023 08:00:00 - 07/01/2023 09:00:00","CTA|EE","Biomass","69.60"
"07/01/2023 09:00:00 - 07/01/2023 10:00:00","CTA|EE","Biomass","70.50"
"07/01/2023 10:00:00 - 07/01/2023 11:00:00","CTA|EE","Biomass","71.20"
"07/01/2023 11:00:00 - 07/01/2023 12:00:00","CTA|EE","Biomass","71.20"
"07/01/2023 12:00:00 - 07/01/2023 13:00:00","CTA|EE","Biomass","70.10"
"07/01/2023 13:00:00 - 07/01/2023 14:00:00","CTA|EE","Biomass","69.20"
"07/01/2023 14:00:00 - 07/01/2023 15:00:00","CTA|EE","Biomass","70.30"
"07/01/2023 15:00:00 - 07/01/2023 16:00:00","CTA|EE","Biomass","70.00"
"07/01/2023 16:00:00 - 07/01/2023 17:00:00","CTA|EE","Biomass","69.90"
"07/01/2023 17:00:00 - 07/01/2023 18:00:00","CTA|EE","Biomass","68.60"
"07/01/2023 18:00:00 - 07/01/2023 19:00:00","CTA|EE","Biomass","69.10"
"07/01/2023 19:00:00 - 07/01/2023 20:00:00","CTA|EE","Biomass","69.50"
"07/01/2023 20:00:00 - 07/01/2023 21:00:00","CTA|EE","Biomass","69.30"
"07/01/2023 21:00:00 - 07/01/2023 22:00:00","CTA|EE","Biomass","58.50"
"07/01/2023 22:00:00 - 07/01/2023 23:00:00","CTA|EE","Biomass","51.80"
"07/01/2023 23:00:00 - 08/01/2023 00:00:00","CTA|EE","Biomass","52.00"
"08/01/2023 00:00:00 - 08/01/2023 01:00:00","CTA|EE","Biomass","53.10"
"08/01/2023 01:00:00 - 08/01/2023 02:00:00","CTA|EE","Biomass","53.00"
"08/01/2023 02:00:00 - 08/01/2023 03:00:00","CTA|EE","Biomass","53.30"
"08/01/2023 03:00:00 - 08/01/2023 04:00:00","CTA|EE","Biomass","52.80"
"08/01/2023 04:00:00 - 08/01/2023 05:00:00","CTA|EE","Biomass","55.30"
"08/01/2023 05:00:00 - 08/01/2023 06:00:00","CTA|EE","Biomass","58.50"
"08/01/2023 06:00:00 - 08/01/2023 07:00:00","CTA|EE","Biomass","60.90"
"08/01/2023 07:00:00 - 08/01/2023 08:00:00","CTA|EE","Biomass","65.10"
"08/01/2023 08:00:00 - 08/01/2023 09:00:00","CTA|EE","Biomass","67.50"
"08/01/2023 09:00:00 - 08/01/2023 10:00:00","CTA|EE","Biomass","78.90"
"08/01/2023 10:00:00 - 08/01/2023 11:00:00","CTA|EE","Biomass","81.70"
"08/01/2023 11:00:00 - 08/01/2023 12:00:00","CTA|EE","Biomass","74.70"
"08/01/2023 12:00:00 - 08/01/2023 13:00:00","CTA|EE","Biomass","66.60"
"08/01/2023 13:00:00 - 08/01/2023 14:00:00","CTA|EE","Biomass","63.90"
"08/01/2023 14:00:00 - 08/01/2023 15:00:00","CTA|EE","Biomass","65.90"
"08/01/2023 15:00:00 - 08/01/2023 16:00:00","CTA|EE","Biomass","66.10"
"08/01/2023 16:00:00 - 08/01/2023 17:00:00","CTA|EE","Biomass","66.60"
"08/01/2023 17:00:00 - 08/01/2023 18:00:00","CTA|EE","Biomass","66.00"
"08/01/2023 18:00:00 - 08/01/2023 19:00:00","CTA|EE","Biomass","67.80"
"08/01/2023 19:00:00 - 08/01/2023 20:00:00","CTA|EE","Biomass","66.00"
"08/01/2023 20:00:00 - 08/01/2023 21:00:00","CTA|EE","Biomass","63.80"
"08/01/2023 21:00:00 - 08/01/2023 22:00:00","CTA|EE","Biomass","61.20"
"08/01/2023 22:00:00 - 08/01/2023 23:00:00","CTA|EE","Biomass","60.80"
"08/01/2023 23:00:00 - 09/01/2023 00:00:00","CTA|EE","Biomass","62.50"
"09/01/2023 00:00:00 - 09/01/2023 01:00:00","CTA|EE","Biomass","64.50"
"09/01/2023 01:00:00 - 09/01/2023 02:00:00","CTA|EE","Biomass","64.80"
"09/01/2023 02:00:00 - 09/01/2023 03:00:00","CTA|EE","Biomass","61.00"
"09/01/2023 03:00:00 - 09/01/2023 04:00:00","CTA|EE","Biomass","54.90"
"09/01/2023 04:00:00 - 09/01/2023 05:00:00","CTA|EE","Biomass","50.50"
"09/01/2023 05:00:00 - 09/01/2023 06:00:00","CTA|EE","Biomass","57.30"
"09/01/2023 06:00:00 - 09/01/2023 07:00:00","CTA|EE","Biomass","64.30"
"09/01/2023 07:00:00 - 09/01/2023 08:00:00","CTA|EE","Biomass","67.30"
"09/01/2023 08:00:00 - 09/01/2023 09:00:00","CTA|EE","Biomass","66.30"
"09/01/2023 09:00:00 - 09/01/2023 10:00:00","CTA|EE","Biomass","67.80"
"09/01/2023 10:00:00 - 09/01/2023 11:00:00","CTA|EE","Biomass","68.20"
"09/01/2023 11:00:00 - 09/01/2023 12:00:00","CTA|EE","Biomass","67.50"
"09/01/2023 12:00:00 - 09/01/2023 13:00:00","CTA|EE","Biomass","68.20"
"09/01/2023 13:00:00 - 09/01/2023 14:00:00","CTA|EE","Biomass","68.30"
"09/01/2023 14:00:00 - 09/01/2023 15:00:00","CTA|EE","Biomass","68.60"
"09/01/2023 15:00:00 - 09/01/2023 16:00:00","CTA|EE","Biomass","68.60"
"09/01/2023 16:00:00 - 09/01/2023 17:00:00","CTA|EE","Biomass","65.50"
"09/01/2023 17:00:00 - 09/01/2023 18:00:00","CTA|EE","Biomass","69.30"
"09/01/2023 18:00:00 - 09/01/2023 19:00:00","CTA|EE","Biomass","68.70"
"09/01/2023 19:00:00 - 09/01/2023 20:00:00","CTA|EE","Biomass","67.20"
"09/01/2023 20:00:00 - 09/01/2023 21:00:00","CTA|EE","Biomass","61.10"
"09/01/2023 21:00:00 - 09/01/2023 22:00:00","CTA|EE","Biomass","62.20"
"09/01/2023 22:00:00 - 09/01/2023 23:00:00","CTA|EE","Biomass","66.60"
"09/01/2023 23:00:00 - 10/01/2023 00:00:00","CTA|EE","Biomass","67.10"
"10/01/2023 00:00:00 - 10/01/2023 01:00:00","CTA|EE","Biomass","62.50"
"10/01/2023 01:00:00 - 10/01/2023 02:00:00","CTA|EE","Biomass","64.50"
"10/01/2023 02:00:00 - 10/01/2023 03:00:00","CTA|EE","Biomass","67.50"
"10/01/2023 03:00:00 - 10/01/2023 04:00:00","CTA|EE","Biomass","69.30"
"10/01/2023 04:00:00 - 10/01/2023 05:00:00","CTA|EE","Biomass","63.20"
"10/01/2023 05:00:00 - 10/01/2023 06:00:00","CTA|EE","Biomass","64.70"
"10/01/2023 06:00:00 - 10/01/2023 07:00:00","CTA|EE","Biomass","69.90"
"10/01/2023 07:00:00 - 10/01/2023 08:00:00","CTA|EE","Biomass","71.80"
"10/01/2023 08:00:00 - 10/01/2023 09:00:00","CTA|EE","Biomass","73.20"
"10/01/2023 09:00:00 - 10/01/2023 10:00:00","CTA|EE","Biomass","71.40"
"10/01/2023 10:00:00 - 10/01/2023 11:00:00","CTA|EE","Biomass","71.20"
"10/01/2023 11:00:00 - 10/01/2023 12:00:00","CTA|EE","Biomass","70.30"
"10/01/2023 12:00:00 - 10/01/2023 13:00:00","CTA|EE","Biomass","71.80"
"10/01/2023 13:00:00 - 10/01/2023 14:00:00","CTA|EE","Biomass","71.60"
"10/01/2023 14:00:00 - 10/01/2023 15:00:00","CTA|EE","Biomass","72.10"
"10/01/2023 15:00:00 - 10/01/2023 16:00:00","CTA|EE","Biomass","72.30"
"10/01/2023 16:00:00 - 10/01/2023 17:00:00","CTA|EE","Biomass","71.80"
"10/01/2023 17:00:00 - 10/01/2023 18:00:00","CTA|EE","Biomass","71.90"
"10/01/2023 18:00:00 - 10/01/2023 19:00:00","CTA|EE","Biomass","72.70"
"10/01/2023 19:00:00 - 10/01/2023 20:00:00","CTA|EE","Biomass","72.40"
"10/01/2023 20:00:00 - 10/01/2023 21:00:00","CTA|EE","Biomass","68.90"
"10/01/2023 21:00:00 - 10/01/2023 22:00:00","CTA|EE","Biomass","79.40"
"10/01/2023 22:00:00 - 10/01/2023 23:00:00","CTA|EE","Biomass","79.50"
"10/01/2023 23:00:00 - 11/01/2023 00:00:00","CTA|EE","Biomass","70.80"
"11/01/2023 00:00:00 - 11/01/2023 01:00:00","CTA|EE","Biomass","59.50"
"11/01/2023 01:00:00 - 11/01/2023 02:00:00","CTA|EE","Biomass","53.90"
"11/01/2023 02:00:00 - 11/01/2023 03:00:00","CTA|EE","Biomass","54.00"
"11/01/2023 03:00:00 - 11/01/2023 04:00:00","CTA|EE","Biomass","52.60"
"11/01/2023 04:00:00 - 11/01/2023 05:00:00","CTA|EE","Biomass","46.50"
"11/01/2023 05:00:00 - 11/01/2023 06:00:00","CTA|EE","Biomass","47.20"
"11/01/2023 06:00:00 - 11/01/2023 07:00:00","CTA|EE","Biomass","64.00"
"11/01/2023 07:00:00 - 11/01/2023 08:00:00","CTA|EE","Biomass","69.30"
"11/01/2023 08:00:00 - 11/01/2023 09:00:00","CTA|EE","Biomass","66.10"
"11/01/2023 09:00:00 - 11/01/2023 10:00:00","CTA|EE","Biomass","61.00"
"11/01/2023 10:00:00 - 11/01/2023 11:00:00","CTA|EE","Biomass","60.80"
"11/01/2023 11:00:00 - 11/01/2023 12:00:00","CTA|EE","Biomass","59.90"
"11/01/2023 12:00:00 - 11/01/2023 13:00:00","CTA|EE","Biomass","60.50"
"11/01/2023 13:00:00 - 11/01/2023 14:00:00","CTA|EE","Biomass","60.60"
"11/01/2023 14:00:00 - 11/01/2023 15:00:00","CTA|EE","Biomass","60.30"
"11/01/2023 15:00:00 - 11/01/2023 16:00:00","CTA|EE","Biomass","59.80"
"11/01/2023 16:00:00 - 11/01/2023 17:00:00","CTA|EE","Biomass","59.40"
"11/01/2023 17:00:00 - 11/01/2023 18:00:00","CTA|EE","Biomass","60.40"
"11/01/2023 18:00:00 - 11/01/2023 19:00:00","CTA|EE","Biomass","50.90"
"11/01/2023 19:00:00 - 11/01/2023 20:00:00","CTA|EE","Biomass","48.60"
"11/01/2023 20:00:00 - 11/01/2023 21:00:00","CTA|EE","Biomass","49.00"
"11/01/2023 21:00:00 - 11/01/2023 22:00:00","CTA|EE","Biomass","50.10"
"11/01/2023 22:00:00 - 11/01/2023 23:00:00","CTA|EE","Biomass","47.50"
"11/01/2023 23:00:00 - 12/01/2023 00:00:00","CTA|EE","Biomass","44.80"
"12/01/2023 00:00:00 - 12/01/2023 01:00:00","CTA|EE","Biomass","44.90"
"12/01/2023 01:00:00 - 12/01/2023 02:00:00","CTA|EE","Biomass","46.20"
"12/01/2023 02:00:00 - 12/01/2023 03:00:00","CTA|EE","Biomass","45.00"
"12/01/2023 03:00:00 - 12/01/2023 04:00:00","CTA|EE","Biomass","43.30"
"12/01/2023 04:00:00 - 12/01/2023 05:00:00","CTA|EE","Biomass","40.10"
"12/01/2023 05:00:00 - 12/01/2023 06:00:00","CTA|EE","Biomass","43.10"
"12/01/2023 06:00:00 - 12/01/2023 07:00:00","CTA|EE","Biomass","53.10"
"12/01/2023 07:00:00 - 12/01/2023 08:00:00","CTA|EE","Biomass","61.80"
"12/01/2023 08:00:00 - 12/01/2023 09:00:00","CTA|EE","Biomass","68.10"
"12/01/2023 09:00:00 - 12/01/2023 10:00:00","CTA|EE","Biomass","62.70"
"12/01/2023 10:00:00 - 12/01/2023 11:00:00","CTA|EE","Biomass","60.70"
"12/01/2023 11:00:00 - 12/01/2023 12:00:00","CTA|EE","Biomass","59.50"
"12/01/2023 12:00:00 - 12/01/2023 13:00:00","CTA|EE","Biomass","59.70"
"12/01/2023 13:00:00 - 12/01/2023 14:00:00","CTA|EE","Biomass","59.70"
"12/01/2023 14:00:00 - 12/01/2023 15:00:00","CTA|EE","Biomass","60.20"
"12/01/2023 15:00:00 - 12/01/2023 16:00:00","CTA|EE","Biomass","61.90"
"12/01/2023 16:00:00 - 12/01/2023 17:00:00","CTA|EE","Biomass","64.30"
"12/01/2023 17:00:00 - 12/01/2023 18:00:00","CTA|EE","Biomass","63.50"
"12/01/2023 18:00:00 - 12/01/2023 19:00:00","CTA|EE","Biomass","65.40"
"12/01/2023 19:00:00 - 12/01/2023 20:00:00","CTA|EE","Biomass","60.00"
"12/01/2023 20:00:00 - 12/01/2023 21:00:00","CTA|EE","Biomass","60.90"
"12/01/2023 21:00:00 - 12/01/2023 22:00:00","CTA|EE","Biomass","54.30"
"12/01/2023 22:00:00 - 12/01/2023 23:00:00","CTA|EE","Biomass","52.10"
"12/01/2023 23:00:00 - 13/01/2023 00:00:00","CTA|EE","Biomass","52.10"
"13/01/2023 00:00:00 - 13/01/2023 01:00:00","CTA|EE","Biomass","53.00"
"13/01/2023 01:00:00 - 13/01/2023 02:00:00","CTA|EE","Biomass","53.40"
"13/01/2023 02:00:00 - 13/01/2023 03:00:00","CTA|EE","Biomass","51.50"
"13/01/2023 03:00:00 - 13/01/2023 04:00:00","CTA|EE","Biomass","45.60"
"13/01/2023 04:00:00 - 13/01/2023 05:00:00","CTA|EE","Biomass","39.90"
"13/01/2023 05:00:00 - 13/01/2023 06:00:00","CTA|EE","Biomass","44.00"
"13/01/2023 06:00:00 - 13/01/2023 07:00:00","CTA|EE","Biomass","53.00"
"13/01/2023 07:00:00 - 13/01/2023 08:00:00","CTA|EE","Biomass","56.00"
"13/01/2023 08:00:00 - 13/01/2023 09:00:00","CTA|EE","Biomass","59.10"
"13/01/2023 09:00:00 - 13/01/2023 10:00:00","CTA|EE","Biomass","59.40"
"13/01/2023 10:00:00 - 13/01/2023 11:00:00","CTA|EE","Biomass","58.80"
"13/01/2023 11:00:00 - 13/01/2023 12:00:00","CTA|EE","Biomass","59.10"
"13/01/2023 12:00:00 - 13/01/2023 13:00:00","CTA|EE","Biomass","59.60"
"13/01/2023 13:00:00 - 13/01/2023 14:00:00","CTA|EE","Biomass","59.30"
"13/01/2023 14:00:00 - 13/01/2023 15:00:00","CTA|EE","Biomass","58.00"
