"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"11/12/2023 17:00:00 - 11/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","47.80"
"11/12/2023 18:00:00 - 11/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","47.90"
"11/12/2023 19:00:00 - 11/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","48.80"
"11/12/2023 20:00:00 - 11/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","48.70"
"11/12/2023 21:00:00 - 11/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","49.50"
"11/12/2023 22:00:00 - 11/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","49.80"
"11/12/2023 23:00:00 - 12/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","51.00"
"12/12/2023 00:00:00 - 12/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","51.30"
"12/12/2023 01:00:00 - 12/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","51.10"
"12/12/2023 02:00:00 - 12/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","50.40"
"12/12/2023 03:00:00 - 12/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","51.20"
"12/12/2023 04:00:00 - 12/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","52.20"
"12/12/2023 05:00:00 - 12/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","52.20"
"12/12/2023 06:00:00 - 12/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","52.80"
"12/12/2023 07:00:00 - 12/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","52.00"
"12/12/2023 08:00:00 - 12/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","50.10"
"12/12/2023 09:00:00 - 12/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","50.30"
"12/12/2023 10:00:00 - 12/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","49.10"
"12/12/2023 11:00:00 - 12/12/2023 12:00:00","CTA|EE","Fossil Coal-derived gas","48.70"
"12/12/2023 12:00:00 - 12/12/2023 13:00:00","CTA|EE","Fossil Coal-derived gas","50.00"
"12/12/2023 13:00:00 - 12/12/2023 14:00:00","CTA|EE","Fossil Coal-derived gas","47.60"
"12/12/2023 14:00:00 - 12/12/2023 15:00:00","CTA|EE","Fossil Coal-derived gas","47.70"
"12/12/2023 15:00:00 - 12/12/2023 16:00:00","CTA|EE","Fossil Coal-derived gas","48.60"
"12/12/2023 16:00:00 - 12/12/2023 17:00:00","CTA|EE","Fossil Coal-derived gas","48.20"
"12/12/2023 17:00:00 - 12/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","48.90"
"12/12/2023 18:00:00 - 12/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","49.50"
"12/12/2023 19:00:00 - 12/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","47.80"
"12/12/2023 20:00:00 - 12/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","50.30"
"12/12/2023 21:00:00 - 12/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","51.50"
"12/12/2023 22:00:00 - 12/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","49.60"
"12/12/2023 23:00:00 - 13/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","50.20"
"13/12/2023 00:00:00 - 13/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","48.90"
"13/12/2023 01:00:00 - 13/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","47.70"
"13/12/2023 02:00:00 - 13/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","42.20"
"13/12/2023 03:00:00 - 13/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","42.60"
"13/12/2023 04:00:00 - 13/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","42.80"
"13/12/2023 05:00:00 - 13/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","43.30"
"13/12/2023 06:00:00 - 13/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","41.00"
"13/12/2023 07:00:00 - 13/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","41.00"
"13/12/2023 08:00:00 - 13/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","39.40"
"13/12/2023 09:00:00 - 13/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","33.20"
"13/12/2023 10:00:00 - 13/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","19.90"
"13/12/2023 11:00:00 - 13/12/2023 12:00:00","CTA|EE","Fossil Coal-derived gas","15.10"
"13/12/2023 12:00:00 - 13/12/2023 13:00:00","CTA|EE","Fossil Coal-derived gas","15.30"
"13/12/2023 13:00:00 - 13/12/2023 14:00:00","CTA|EE","Fossil Coal-derived gas","14.40"
"13/12/2023 14:00:00 - 13/12/2023 15:00:00","CTA|EE","Fossil Coal-derived gas","18.10"
"13/12/2023 15:00:00 - 13/12/2023 16:00:00","CTA|EE","Fossil Coal-derived gas","21.00"
"13/12/2023 16:00:00 - 13/12/2023 17:00:00","CTA|EE","Fossil Coal-derived gas","20.40"
"13/12/2023 17:00:00 - 13/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","21.30"
"13/12/2023 18:00:00 - 13/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","22.80"
"13/12/2023 19:00:00 - 13/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","32.70"
"13/12/2023 20:00:00 - 13/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","37.00"
"13/12/2023 21:00:00 - 13/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","35.90"
"13/12/2023 22:00:00 - 13/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","21.50"
"13/12/2023 23:00:00 - 14/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","22.20"
"14/12/2023 00:00:00 - 14/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","25.70"
"14/12/2023 01:00:00 - 14/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","22.80"
"14/12/2023 02:00:00 - 14/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","25.40"
"14/12/2023 03:00:00 - 14/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","17.20"
"14/12/2023 04:00:00 - 14/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","14.70"
"14/12/2023 05:00:00 - 14/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","17.50"
"14/12/2023 06:00:00 - 14/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","20.60"
"14/12/2023 07:00:00 - 14/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","25.10"
"14/12/2023 08:00:00 - 14/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","24.00"
"14/12/2023 09:00:00 - 14/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","23.80"
"14/12/2023 10:00:00 - 14/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","21.70"
"14/12/2023 11:00:00 - 14/12/2023 12:00:00","CTA|EE","Fossil Coal-derived gas","22.20"
"14/12/2023 12:00:00 - 14/12/2023 13:00:00","CTA|EE","Fossil Coal-derived gas","24.10"
"14/12/2023 13:00:00 - 14/12/2023 14:00:00","CTA|EE","Fossil Coal-derived gas","24.20"
"14/12/2023 14:00:00 - 14/12/2023 15:00:00","CTA|EE","Fossil Coal-derived gas","22.30"
"14/12/2023 15:00:00 - 14/12/2023 16:00:00","CTA|EE","Fossil Coal-derived gas","21.40"
"14/12/2023 16:00:00 - 14/12/2023 17:00:00","CTA|EE","Fossil Coal-derived gas","21.60"
"14/12/2023 17:00:00 - 14/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","20.80"
"14/12/2023 18:00:00 - 14/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","20.50"
"14/12/2023 19:00:00 - 14/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","19.70"
"14/12/2023 20:00:00 - 14/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","20.20"
"14/12/2023 21:00:00 - 14/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","25.30"
"14/12/2023 22:00:00 - 14/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","33.80"
"14/12/2023 23:00:00 - 15/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","35.40"
"15/12/2023 00:00:00 - 15/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","35.50"
"15/12/2023 01:00:00 - 15/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","40.80"
"15/12/2023 02:00:00 - 15/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","29.30"
"15/12/2023 03:00:00 - 15/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","29.90"
"15/12/2023 04:00:00 - 15/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","29.40"
"15/12/2023 05:00:00 - 15/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","29.60"
"15/12/2023 06:00:00 - 15/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","29.90"
"15/12/2023 07:00:00 - 15/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","30.30"
"15/12/2023 08:00:00 - 15/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","30.80"
"15/12/2023 09:00:00 - 15/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","28.80"
"15/12/2023 10:00:00 - 15/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","28.80"
"15/12/2023 11:00:00 - 15/12/2023 12:00:00","CTA|EE","Fossil Coal-derived gas","29.00"
"15/12/2023 12:00:00 - 15/12/2023 13:00:00","CTA|EE","Fossil Coal-derived gas","28.80"
"15/12/2023 13:00:00 - 15/12/2023 14:00:00","CTA|EE","Fossil Coal-derived gas","28.90"
"15/12/2023 14:00:00 - 15/12/2023 15:00:00","CTA|EE","Fossil Coal-derived gas","29.30"
"15/12/2023 15:00:00 - 15/12/2023 16:00:00","CTA|EE","Fossil Coal-derived gas","28.80"
"15/12/2023 16:00:00 - 15/12/2023 17:00:00","CTA|EE","Fossil Coal-derived gas","29.00"
"15/12/2023 17:00:00 - 15/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","33.80"
"15/12/2023 18:00:00 - 15/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","41.60"
"15/12/2023 19:00:00 - 15/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","42.50"
"15/12/2023 20:00:00 - 15/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","49.00"
"15/12/2023 21:00:00 - 15/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","51.80"
"15/12/2023 22:00:00 - 15/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","51.60"
"15/12/2023 23:00:00 - 16/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","51.40"
"16/12/2023 00:00:00 - 16/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","51.70"
"16/12/2023 01:00:00 - 16/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","52.00"
"16/12/2023 02:00:00 - 16/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","54.50"
"16/12/2023 03:00:00 - 16/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","55.10"
"16/12/2023 04:00:00 - 16/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","54.70"
"16/12/2023 05:00:00 - 16/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","55.30"
"16/12/2023 06:00:00 - 16/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","57.30"
"16/12/2023 07:00:00 - 16/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","52.20"
"16/12/2023 08:00:00 - 16/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","51.20"
"16/12/2023 09:00:00 - 16/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","54.70"
"16/12/2023 10:00:00 - 16/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","56.10"
"16/12/2023 11:00:00 - 16/12/2023 12:00:00","CTA|EE","Fossil Coal-derived gas","57.70"
"16/12/2023 12:00:00 - 16/12/2023 13:00:00","CTA|EE","Fossil Coal-derived gas","57.00"
"16/12/2023 13:00:00 - 16/12/2023 14:00:00","CTA|EE","Fossil Coal-derived gas","55.20"
"16/12/2023 14:00:00 - 16/12/2023 15:00:00","CTA|EE","Fossil Coal-derived gas","54.60"
"16/12/2023 15:00:00 - 16/12/2023 16:00:00","CTA|EE","Fossil Coal-derived gas","55.50"
"16/12/2023 16:00:00 - 16/12/2023 17:00:00","CTA|EE","Fossil Coal-derived gas","56.40"
"16/12/2023 17:00:00 - 16/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","55.20"
"16/12/2023 18:00:00 - 16/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","55.00"
"16/12/2023 19:00:00 - 16/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","56.50"
"16/12/2023 20:00:00 - 16/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","55.60"
"16/12/2023 21:00:00 - 16/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","56.10"
"16/12/2023 22:00:00 - 16/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","55.70"
"16/12/2023 23:00:00 - 17/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","59.10"
"17/12/2023 00:00:00 - 17/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","59.60"
"17/12/2023 01:00:00 - 17/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","59.00"
"17/12/2023 02:00:00 - 17/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","58.30"
"17/12/2023 03:00:00 - 17/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","58.60"
"17/12/2023 04:00:00 - 17/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","59.00"
"17/12/2023 05:00:00 - 17/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","57.20"
"17/12/2023 06:00:00 - 17/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","56.50"
"17/12/2023 07:00:00 - 17/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","56.60"
"17/12/2023 08:00:00 - 17/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","55.40"
"17/12/2023 09:00:00 - 17/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","54.80"
"17/12/2023 10:00:00 - 17/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","55.50"
"17/12/2023 11:00:00 - 17/12/2023 12:00:00","CTA|EE","Fossil Coal-derived gas","55.60"
"17/12/2023 12:00:00 - 17/12/2023 13:00:00","CTA|EE","Fossil Coal-derived gas","56.30"
"17/12/2023 13:00:00 - 17/12/2023 14:00:00","CTA|EE","Fossil Coal-derived gas","56.50"
"17/12/2023 14:00:00 - 17/12/2023 15:00:00","CTA|EE","Fossil Coal-derived gas","54.20"
"17/12/2023 15:00:00 - 17/12/2023 16:00:00","CTA|EE","Fossil Coal-derived gas","53.20"
"17/12/2023 16:00:00 - 17/12/2023 17:00:00","CTA|EE","Fossil Coal-derived gas","55.30"
"17/12/2023 17:00:00 - 17/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","56.30"
"17/12/2023 18:00:00 - 17/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","55.80"
"17/12/2023 19:00:00 - 17/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","52.60"
"17/12/2023 20:00:00 - 17/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","51.90"
"17/12/2023 21:00:00 - 17/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","52.30"
"17/12/2023 22:00:00 - 17/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","53.70"
"17/12/2023 23:00:00 - 18/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","54.10"
"18/12/2023 00:00:00 - 18/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","53.50"
"18/12/2023 01:00:00 - 18/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","50.10"
"18/12/2023 02:00:00 - 18/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","54.60"
"18/12/2023 03:00:00 - 18/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","55.30"
"18/12/2023 04:00:00 - 18/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","55.20"
"18/12/2023 05:00:00 - 18/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","56.70"
"18/12/2023 06:00:00 - 18/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","55.50"
"18/12/2023 07:00:00 - 18/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","55.30"
"18/12/2023 08:00:00 - 18/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","56.80"
"18/12/2023 09:00:00 - 18/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","53.30"
"18/12/2023 10:00:00 - 18/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","53.60"
"18/12/2023 11:00:00 - 18/12/2023 12:00:00","CTA|EE","Fossil Coal-derived gas","55.20"
"18/12/2023 12:00:00 - 18/12/2023 13:00:00","CTA|EE","Fossil Coal-derived gas","54.70"
"18/12/2023 13:00:00 - 18/12/2023 14:00:00","CTA|EE","Fossil Coal-derived gas","56.10"
"18/12/2023 14:00:00 - 18/12/2023 15:00:00","CTA|EE","Fossil Coal-derived gas","55.90"
"18/12/2023 15:00:00 - 18/12/2023 16:00:00","CTA|EE","Fossil Coal-derived gas","56.30"
"18/12/2023 16:00:00 - 18/12/2023 17:00:00","CTA|EE","Fossil Coal-derived gas","56.00"
"18/12/2023 17:00:00 - 18/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","55.40"
"18/12/2023 18:00:00 - 18/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","54.60"
"18/12/2023 19:00:00 - 18/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","55.10"
"18/12/2023 20:00:00 - 18/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","54.90"
"18/12/2023 21:00:00 - 18/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","59.30"
"18/12/2023 22:00:00 - 18/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","58.90"
"18/12/2023 23:00:00 - 19/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","58.80"
"19/12/2023 00:00:00 - 19/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","60.10"
"19/12/2023 01:00:00 - 19/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","56.70"
"19/12/2023 02:00:00 - 19/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","56.30"
"19/12/2023 03:00:00 - 19/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","58.10"
"19/12/2023 04:00:00 - 19/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","58.70"
"19/12/2023 05:00:00 - 19/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","58.60"
"19/12/2023 06:00:00 - 19/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","56.30"
"19/12/2023 07:00:00 - 19/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","56.90"
"19/12/2023 08:00:00 - 19/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","54.80"
"19/12/2023 09:00:00 - 19/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","52.60"
"19/12/2023 10:00:00 - 19/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","55.10"
"19/12/2023 11:00:00 - 19/12/2023 12:00:00","CTA|EE","Fossil Coal-derived gas","53.10"
"19/12/2023 12:00:00 - 19/12/2023 13:00:00","CTA|EE","Fossil Coal-derived gas","53.50"
"19/12/2023 13:00:00 - 19/12/2023 14:00:00","CTA|EE","Fossil Coal-derived gas","52.70"
"19/12/2023 14:00:00 - 19/12/2023 15:00:00","CTA|EE","Fossil Coal-derived gas","51.20"
"19/12/2023 15:00:00 - 19/12/2023 16:00:00","CTA|EE","Fossil Coal-derived gas","50.60"
"19/12/2023 16:00:00 - 19/12/2023 17:00:00","CTA|EE","Fossil Coal-derived gas","52.00"
"19/12/2023 17:00:00 - 19/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","51.90"
"19/12/2023 18:00:00 - 19/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","51.50"
"19/12/2023 19:00:00 - 19/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","50.30"
"19/12/2023 20:00:00 - 19/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","51.50"
"19/12/2023 21:00:00 - 19/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","51.20"
"19/12/2023 22:00:00 - 19/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","52.00"
"19/12/2023 23:00:00 - 20/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","52.10"
"20/12/2023 00:00:00 - 20/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","52.10"
"20/12/2023 01:00:00 - 20/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","51.30"
"20/12/2023 02:00:00 - 20/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","51.40"
"20/12/2023 03:00:00 - 20/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","52.50"
"20/12/2023 04:00:00 - 20/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","52.90"
"20/12/2023 05:00:00 - 20/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","52.00"
"20/12/2023 06:00:00 - 20/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","52.10"
"20/12/2023 07:00:00 - 20/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","53.00"
"20/12/2023 08:00:00 - 20/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","52.30"
"20/12/2023 09:00:00 - 20/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","51.90"
"20/12/2023 10:00:00 - 20/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","51.70"
"20/12/2023 11:00:00 - 20/12/2023 12:00:00","CTA|EE","Fossil Coal-derived gas","51.60"
"20/12/2023 12:00:00 - 20/12/2023 13:00:00","CTA|EE","Fossil Coal-derived gas","51.00"
"20/12/2023 13:00:00 - 20/12/2023 14:00:00","CTA|EE","Fossil Coal-derived gas","51.40"
"20/12/2023 14:00:00 - 20/12/2023 15:00:00","CTA|EE","Fossil Coal-derived gas","51.50"
"20/12/2023 15:00:00 - 20/12/2023 16:00:00","CTA|EE","Fossil Coal-derived gas","52.80"
"20/12/2023 16:00:00 - 20/12/2023 17:00:00","CTA|EE","Fossil Coal-derived gas","54.60"
"20/12/2023 17:00:00 - 20/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","51.50"
"20/12/2023 18:00:00 - 20/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","51.90"
"20/12/2023 19:00:00 - 20/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","55.00"
"20/12/2023 20:00:00 - 20/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","53.60"
"20/12/2023 21:00:00 - 20/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","53.60"
"20/12/2023 22:00:00 - 20/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","54.50"
"20/12/2023 23:00:00 - 21/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","56.40"
"21/12/2023 00:00:00 - 21/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","56.40"
"21/12/2023 01:00:00 - 21/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","56.30"
"21/12/2023 02:00:00 - 21/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","56.50"
"21/12/2023 03:00:00 - 21/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","56.10"
"21/12/2023 04:00:00 - 21/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","55.90"
"21/12/2023 05:00:00 - 21/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","55.60"
"21/12/2023 06:00:00 - 21/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","54.20"
"21/12/2023 07:00:00 - 21/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","55.80"
"21/12/2023 08:00:00 - 21/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","58.40"
"21/12/2023 09:00:00 - 21/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","58.20"
"21/12/2023 10:00:00 - 21/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","58.50"
"21/12/2023 11:00:00 - 21/12/2023 12:00:00","CTA|EE","Fossil Coal-derived gas","59.30"
"21/12/2023 12:00:00 - 21/12/2023 13:00:00","CTA|EE","Fossil Coal-derived gas","58.70"
"21/12/2023 13:00:00 - 21/12/2023 14:00:00","CTA|EE","Fossil Coal-derived gas","56.90"
"21/12/2023 14:00:00 - 21/12/2023 15:00:00","CTA|EE","Fossil Coal-derived gas","57.00"
"21/12/2023 15:00:00 - 21/12/2023 16:00:00","CTA|EE","Fossil Coal-derived gas","55.70"
"21/12/2023 16:00:00 - 21/12/2023 17:00:00","CTA|EE","Fossil Coal-derived gas","57.10"
"21/12/2023 17:00:00 - 21/12/2023 18:00:00","CTA|EE","Fossil Coal-derived gas","53.90"
"21/12/2023 18:00:00 - 21/12/2023 19:00:00","CTA|EE","Fossil Coal-derived gas","55.20"
"21/12/2023 19:00:00 - 21/12/2023 20:00:00","CTA|EE","Fossil Coal-derived gas","54.70"
"21/12/2023 20:00:00 - 21/12/2023 21:00:00","CTA|EE","Fossil Coal-derived gas","53.20"
"21/12/2023 21:00:00 - 21/12/2023 22:00:00","CTA|EE","Fossil Coal-derived gas","52.60"
"21/12/2023 22:00:00 - 21/12/2023 23:00:00","CTA|EE","Fossil Coal-derived gas","52.30"
"21/12/2023 23:00:00 - 22/12/2023 00:00:00","CTA|EE","Fossil Coal-derived gas","53.80"
"22/12/2023 00:00:00 - 22/12/2023 01:00:00","CTA|EE","Fossil Coal-derived gas","54.50"
"22/12/2023 01:00:00 - 22/12/2023 02:00:00","CTA|EE","Fossil Coal-derived gas","53.80"
"22/12/2023 02:00:00 - 22/12/2023 03:00:00","CTA|EE","Fossil Coal-derived gas","53.10"
"22/12/2023 03:00:00 - 22/12/2023 04:00:00","CTA|EE","Fossil Coal-derived gas","51.30"
"22/12/2023 04:00:00 - 22/12/2023 05:00:00","CTA|EE","Fossil Coal-derived gas","52.50"
"22/12/2023 05:00:00 - 22/12/2023 06:00:00","CTA|EE","Fossil Coal-derived gas","52.00"
"22/12/2023 06:00:00 - 22/12/2023 07:00:00","CTA|EE","Fossil Coal-derived gas","52.30"
"22/12/2023 07:00:00 - 22/12/2023 08:00:00","CTA|EE","Fossil Coal-derived gas","53.00"
"22/12/2023 08:00:00 - 22/12/2023 09:00:00","CTA|EE","Fossil Coal-derived gas","52.30"
"22/12/2023 09:00:00 - 22/12/2023 10:00:00","CTA|EE","Fossil Coal-derived gas","52.70"
"22/12/2023 10:00:00 - 22/12/2023 11:00:00","CTA|EE","Fossil Coal-derived gas","53.10"
