timestamp,demand_actual,demand_p5,demand_p50,demand_p95,demand_mean
2026-01-14 08:00:00,1463.0625,1171.0845759060076,1413.4636976925754,1661.7960089998257,1417.0918271515366
2026-01-14 09:00:00,1505.115,1157.7458845348856,1412.8834008403596,1660.9491114715202,1413.3793254910938
2026-01-14 10:00:00,1462.7825,1157.5176968189232,1397.4331839550784,1642.8436508429195,1398.3898524275255
2026-01-14 11:00:00,1491.1875,1149.5832969159198,1407.6170910369915,1661.923629688385,1409.2686618373618
2026-01-14 12:00:00,1461.4424999999999,1153.6692865360794,1396.680329935355,1645.4464745279138,1394.5561153538326
2026-01-14 13:00:00,1495.6975,1141.1976785065083,1398.3681234676164,1643.2309830346394,1397.6839824683505
2026-01-14 14:00:00,1493.45,1172.9051282635398,1415.5006865991231,1671.0002970218095,1412.339685857219
2026-01-14 15:00:00,1487.2649999999999,1178.1795279265887,1434.9419823164462,1688.0501096053147,1432.3916032716636
2026-01-14 16:00:00,1430.9275,1171.662934276144,1410.5252804902948,1667.9411810851973,1413.371538050828
2026-01-14 17:00:00,1394.605,1127.6285442345395,1385.5187621434538,1629.2325866996289,1380.7805705815824
2026-01-14 18:00:00,1368.5049999999999,1100.2319142656772,1349.9509604573245,1590.1900279588938,1348.5436873308136
2026-01-14 19:00:00,1319.1675,1047.1847369173988,1298.2378007574257,1549.9362685650922,1296.2974195919046
2026-01-14 20:00:00,1266.62,968.6629237776539,1227.620404252937,1481.0571052182472,1228.5279718233098
2026-01-14 21:00:00,1197.275,915.2067810568552,1156.5734305124051,1415.3485383691211,1155.4979855075746
2026-01-14 22:00:00,1195.87,879.0248016092817,1110.2455183050852,1346.600620923773,1108.6904873415367
2026-01-14 23:00:00,1184.75,837.900505287422,1073.0464037238971,1328.570316191396,1075.996015839753
2026-01-15 00:00:00,1179.55,816.8218942605105,1055.5760100818575,1312.8953931231883,1060.0207158320586
2026-01-15 01:00:00,1196.8075,797.5465091582917,1051.1520533885696,1309.4347012368055,1053.5900749893904
2026-01-15 02:00:00,1175.92,819.4087101907122,1060.0576804755738,1303.748385239006,1058.683812377221
2026-01-15 03:00:00,1156.275,841.0475070101754,1082.6693508327967,1321.0819210015018,1080.3881966719662
2026-01-15 04:00:00,1253.295,930.2169927635283,1173.981122505114,1420.908511666853,1174.5361145869476
2026-01-15 05:00:00,1386.455,1028.3545922371916,1279.8899206284477,1534.9379622543754,1281.0409784165954
2026-01-15 06:00:00,1420.845,1110.8854964659818,1366.7062480093405,1602.698423790735,1362.8744016956261
2026-01-15 07:00:00,1488.78,1156.1269353270422,1394.869651119716,1631.5101335900958,1394.8132347718313
2026-01-15 08:00:00,1489.2275,1173.1205956683193,1401.4705217760443,1648.646796858737,1401.9661995205772
2026-01-15 09:00:00,1525.6925,1157.455287443021,1390.8065760956829,1646.4722432556641,1396.6611076082027
2026-01-15 10:00:00,1490.6399999999999,1139.5650486832565,1375.898847612381,1610.513307009707,1378.76952363579
2026-01-15 11:00:00,1503.0674999999999,1155.064549916275,1389.9381774391932,1623.860732363913,1390.5390040740986
2026-01-15 12:00:00,1485.375,1146.0508762003958,1377.0161062476072,1614.657966593182,1375.6745906025958
2026-01-15 13:00:00,,1148.0111801177693,1374.8993293599847,1611.675557264652,1379.6112845737305
2026-01-15 14:00:00,1471.4425,1168.7914724866293,1398.891728418098,1620.4788957633004,1397.284168369337
2026-01-15 15:00:00,1401.15,1176.9302899615996,1416.637844279131,1643.1672944485026,1415.4031291285432
2026-01-15 16:00:00,1401.8025,1169.1263955036966,1396.0737212121899,1632.140423284649,1399.5783236219438
2026-01-15 17:00:00,1410.7575,1141.6588362434852,1362.7882987811533,1600.7699719409652,1363.5997346882434
2026-01-15 18:00:00,1351.5725,1097.5180030978665,1323.5874850930081,1549.4747752754588,1323.546831234621
