"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"27/11/2024 16:00:00 - 27/11/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"27/11/2024 17:00:00 - 27/11/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"27/11/2024 18:00:00 - 27/11/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"27/11/2024 19:00:00 - 27/11/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"27/11/2024 20:00:00 - 27/11/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"27/11/2024 21:00:00 - 27/11/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"27/11/2024 22:00:00 - 27/11/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"27/11/2024 23:00:00 - 28/11/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 00:00:00 - 28/11/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 01:00:00 - 28/11/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 02:00:00 - 28/11/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 03:00:00 - 28/11/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 04:00:00 - 28/11/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 05:00:00 - 28/11/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 06:00:00 - 28/11/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 07:00:00 - 28/11/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 08:00:00 - 28/11/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 09:00:00 - 28/11/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 10:00:00 - 28/11/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 11:00:00 - 28/11/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 12:00:00 - 28/11/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 13:00:00 - 28/11/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 14:00:00 - 28/11/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 15:00:00 - 28/11/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 16:00:00 - 28/11/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 17:00:00 - 28/11/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 18:00:00 - 28/11/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 19:00:00 - 28/11/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 20:00:00 - 28/11/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 21:00:00 - 28/11/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 22:00:00 - 28/11/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"28/11/2024 23:00:00 - 29/11/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 00:00:00 - 29/11/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 01:00:00 - 29/11/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 02:00:00 - 29/11/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 03:00:00 - 29/11/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 04:00:00 - 29/11/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 05:00:00 - 29/11/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 06:00:00 - 29/11/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 07:00:00 - 29/11/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 08:00:00 - 29/11/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 09:00:00 - 29/11/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 10:00:00 - 29/11/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 11:00:00 - 29/11/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 12:00:00 - 29/11/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 13:00:00 - 29/11/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 14:00:00 - 29/11/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 15:00:00 - 29/11/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 16:00:00 - 29/11/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 17:00:00 - 29/11/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 18:00:00 - 29/11/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 19:00:00 - 29/11/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 20:00:00 - 29/11/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 21:00:00 - 29/11/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 22:00:00 - 29/11/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"29/11/2024 23:00:00 - 30/11/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 00:00:00 - 30/11/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 01:00:00 - 30/11/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 02:00:00 - 30/11/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 03:00:00 - 30/11/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 04:00:00 - 30/11/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 05:00:00 - 30/11/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 06:00:00 - 30/11/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 07:00:00 - 30/11/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 08:00:00 - 30/11/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 09:00:00 - 30/11/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 10:00:00 - 30/11/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 11:00:00 - 30/11/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 12:00:00 - 30/11/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 13:00:00 - 30/11/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 14:00:00 - 30/11/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 15:00:00 - 30/11/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 16:00:00 - 30/11/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 17:00:00 - 30/11/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 18:00:00 - 30/11/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 19:00:00 - 30/11/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 20:00:00 - 30/11/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 21:00:00 - 30/11/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 22:00:00 - 30/11/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"30/11/2024 23:00:00 - 01/12/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 00:00:00 - 01/12/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 01:00:00 - 01/12/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 02:00:00 - 01/12/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 03:00:00 - 01/12/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 04:00:00 - 01/12/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 05:00:00 - 01/12/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 06:00:00 - 01/12/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 07:00:00 - 01/12/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 08:00:00 - 01/12/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 09:00:00 - 01/12/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 10:00:00 - 01/12/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 11:00:00 - 01/12/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 12:00:00 - 01/12/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 13:00:00 - 01/12/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 14:00:00 - 01/12/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 15:00:00 - 01/12/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 16:00:00 - 01/12/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 17:00:00 - 01/12/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 18:00:00 - 01/12/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 19:00:00 - 01/12/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 20:00:00 - 01/12/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 21:00:00 - 01/12/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 22:00:00 - 01/12/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"01/12/2024 23:00:00 - 02/12/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 00:00:00 - 02/12/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 01:00:00 - 02/12/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 02:00:00 - 02/12/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 03:00:00 - 02/12/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 04:00:00 - 02/12/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 05:00:00 - 02/12/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 06:00:00 - 02/12/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 07:00:00 - 02/12/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 08:00:00 - 02/12/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 09:00:00 - 02/12/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 10:00:00 - 02/12/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 11:00:00 - 02/12/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 12:00:00 - 02/12/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 13:00:00 - 02/12/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 14:00:00 - 02/12/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 15:00:00 - 02/12/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 16:00:00 - 02/12/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 17:00:00 - 02/12/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 18:00:00 - 02/12/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 19:00:00 - 02/12/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 20:00:00 - 02/12/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 21:00:00 - 02/12/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 22:00:00 - 02/12/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"02/12/2024 23:00:00 - 03/12/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 00:00:00 - 03/12/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 01:00:00 - 03/12/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 02:00:00 - 03/12/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 03:00:00 - 03/12/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 04:00:00 - 03/12/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 05:00:00 - 03/12/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 06:00:00 - 03/12/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 07:00:00 - 03/12/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 08:00:00 - 03/12/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 09:00:00 - 03/12/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 10:00:00 - 03/12/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 11:00:00 - 03/12/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 12:00:00 - 03/12/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 13:00:00 - 03/12/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 14:00:00 - 03/12/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 15:00:00 - 03/12/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 16:00:00 - 03/12/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 17:00:00 - 03/12/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 18:00:00 - 03/12/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 19:00:00 - 03/12/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 20:00:00 - 03/12/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 21:00:00 - 03/12/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 22:00:00 - 03/12/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"03/12/2024 23:00:00 - 04/12/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 00:00:00 - 04/12/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 01:00:00 - 04/12/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 02:00:00 - 04/12/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 03:00:00 - 04/12/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 04:00:00 - 04/12/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 05:00:00 - 04/12/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 06:00:00 - 04/12/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 07:00:00 - 04/12/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 08:00:00 - 04/12/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 09:00:00 - 04/12/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 10:00:00 - 04/12/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 11:00:00 - 04/12/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 12:00:00 - 04/12/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 13:00:00 - 04/12/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 14:00:00 - 04/12/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 15:00:00 - 04/12/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 16:00:00 - 04/12/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 17:00:00 - 04/12/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 18:00:00 - 04/12/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 19:00:00 - 04/12/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 20:00:00 - 04/12/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 21:00:00 - 04/12/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 22:00:00 - 04/12/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"04/12/2024 23:00:00 - 05/12/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 00:00:00 - 05/12/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 01:00:00 - 05/12/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 02:00:00 - 05/12/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 03:00:00 - 05/12/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 04:00:00 - 05/12/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 05:00:00 - 05/12/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 06:00:00 - 05/12/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 07:00:00 - 05/12/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 08:00:00 - 05/12/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 09:00:00 - 05/12/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 10:00:00 - 05/12/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 11:00:00 - 05/12/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 12:00:00 - 05/12/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 13:00:00 - 05/12/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 14:00:00 - 05/12/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 15:00:00 - 05/12/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 16:00:00 - 05/12/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 17:00:00 - 05/12/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 18:00:00 - 05/12/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 19:00:00 - 05/12/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 20:00:00 - 05/12/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 21:00:00 - 05/12/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 22:00:00 - 05/12/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"05/12/2024 23:00:00 - 06/12/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 00:00:00 - 06/12/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 01:00:00 - 06/12/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 02:00:00 - 06/12/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 03:00:00 - 06/12/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 04:00:00 - 06/12/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 05:00:00 - 06/12/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 06:00:00 - 06/12/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 07:00:00 - 06/12/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 08:00:00 - 06/12/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 09:00:00 - 06/12/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 10:00:00 - 06/12/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 11:00:00 - 06/12/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 12:00:00 - 06/12/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 13:00:00 - 06/12/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 14:00:00 - 06/12/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 15:00:00 - 06/12/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 16:00:00 - 06/12/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 17:00:00 - 06/12/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 18:00:00 - 06/12/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 19:00:00 - 06/12/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 20:00:00 - 06/12/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 21:00:00 - 06/12/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 22:00:00 - 06/12/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"06/12/2024 23:00:00 - 07/12/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 00:00:00 - 07/12/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 01:00:00 - 07/12/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 02:00:00 - 07/12/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 03:00:00 - 07/12/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 04:00:00 - 07/12/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 05:00:00 - 07/12/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 06:00:00 - 07/12/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 07:00:00 - 07/12/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 08:00:00 - 07/12/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 09:00:00 - 07/12/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 10:00:00 - 07/12/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 11:00:00 - 07/12/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 12:00:00 - 07/12/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 13:00:00 - 07/12/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 14:00:00 - 07/12/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 15:00:00 - 07/12/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 16:00:00 - 07/12/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 17:00:00 - 07/12/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 18:00:00 - 07/12/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 19:00:00 - 07/12/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 20:00:00 - 07/12/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 21:00:00 - 07/12/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 22:00:00 - 07/12/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"07/12/2024 23:00:00 - 08/12/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 00:00:00 - 08/12/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 01:00:00 - 08/12/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 02:00:00 - 08/12/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 03:00:00 - 08/12/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 04:00:00 - 08/12/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 05:00:00 - 08/12/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 06:00:00 - 08/12/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 07:00:00 - 08/12/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 08:00:00 - 08/12/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 09:00:00 - 08/12/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 10:00:00 - 08/12/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 11:00:00 - 08/12/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 12:00:00 - 08/12/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 13:00:00 - 08/12/2024 14:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 14:00:00 - 08/12/2024 15:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 15:00:00 - 08/12/2024 16:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 16:00:00 - 08/12/2024 17:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 17:00:00 - 08/12/2024 18:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 18:00:00 - 08/12/2024 19:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 19:00:00 - 08/12/2024 20:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 20:00:00 - 08/12/2024 21:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 21:00:00 - 08/12/2024 22:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 22:00:00 - 08/12/2024 23:00:00","CTA|EE","Fossil Peat","0.00"
"08/12/2024 23:00:00 - 09/12/2024 00:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 00:00:00 - 09/12/2024 01:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 01:00:00 - 09/12/2024 02:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 02:00:00 - 09/12/2024 03:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 03:00:00 - 09/12/2024 04:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 04:00:00 - 09/12/2024 05:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 05:00:00 - 09/12/2024 06:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 06:00:00 - 09/12/2024 07:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 07:00:00 - 09/12/2024 08:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 08:00:00 - 09/12/2024 09:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 09:00:00 - 09/12/2024 10:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 10:00:00 - 09/12/2024 11:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 11:00:00 - 09/12/2024 12:00:00","CTA|EE","Fossil Peat","0.00"
"09/12/2024 12:00:00 - 09/12/2024 13:00:00","CTA|EE","Fossil Peat","0.00"
