"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"02/04/2024 02:00:00 - 02/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 03:00:00 - 02/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 04:00:00 - 02/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 05:00:00 - 02/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 06:00:00 - 02/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 07:00:00 - 02/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 08:00:00 - 02/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 09:00:00 - 02/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 10:00:00 - 02/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 11:00:00 - 02/04/2024 12:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 12:00:00 - 02/04/2024 13:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 13:00:00 - 02/04/2024 14:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 14:00:00 - 02/04/2024 15:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 15:00:00 - 02/04/2024 16:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 16:00:00 - 02/04/2024 17:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 17:00:00 - 02/04/2024 18:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 18:00:00 - 02/04/2024 19:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 19:00:00 - 02/04/2024 20:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 20:00:00 - 02/04/2024 21:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 21:00:00 - 02/04/2024 22:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 22:00:00 - 02/04/2024 23:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"02/04/2024 23:00:00 - 03/04/2024 00:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 00:00:00 - 03/04/2024 01:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 01:00:00 - 03/04/2024 02:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 02:00:00 - 03/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 03:00:00 - 03/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 04:00:00 - 03/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 05:00:00 - 03/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 06:00:00 - 03/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 07:00:00 - 03/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 08:00:00 - 03/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 09:00:00 - 03/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 10:00:00 - 03/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 11:00:00 - 03/04/2024 12:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 12:00:00 - 03/04/2024 13:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 13:00:00 - 03/04/2024 14:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 14:00:00 - 03/04/2024 15:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 15:00:00 - 03/04/2024 16:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 16:00:00 - 03/04/2024 17:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 17:00:00 - 03/04/2024 18:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 18:00:00 - 03/04/2024 19:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 19:00:00 - 03/04/2024 20:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 20:00:00 - 03/04/2024 21:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 21:00:00 - 03/04/2024 22:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 22:00:00 - 03/04/2024 23:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"03/04/2024 23:00:00 - 04/04/2024 00:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 00:00:00 - 04/04/2024 01:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 01:00:00 - 04/04/2024 02:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 02:00:00 - 04/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 03:00:00 - 04/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 04:00:00 - 04/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 05:00:00 - 04/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 06:00:00 - 04/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 07:00:00 - 04/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 08:00:00 - 04/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 09:00:00 - 04/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 10:00:00 - 04/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 11:00:00 - 04/04/2024 12:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 12:00:00 - 04/04/2024 13:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 13:00:00 - 04/04/2024 14:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 14:00:00 - 04/04/2024 15:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 15:00:00 - 04/04/2024 16:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 16:00:00 - 04/04/2024 17:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 17:00:00 - 04/04/2024 18:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 18:00:00 - 04/04/2024 19:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 19:00:00 - 04/04/2024 20:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 20:00:00 - 04/04/2024 21:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 21:00:00 - 04/04/2024 22:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 22:00:00 - 04/04/2024 23:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"04/04/2024 23:00:00 - 05/04/2024 00:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 00:00:00 - 05/04/2024 01:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 01:00:00 - 05/04/2024 02:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 02:00:00 - 05/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 03:00:00 - 05/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 04:00:00 - 05/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 05:00:00 - 05/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 06:00:00 - 05/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 07:00:00 - 05/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 08:00:00 - 05/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 09:00:00 - 05/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 10:00:00 - 05/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 11:00:00 - 05/04/2024 12:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 12:00:00 - 05/04/2024 13:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 13:00:00 - 05/04/2024 14:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 14:00:00 - 05/04/2024 15:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 15:00:00 - 05/04/2024 16:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 16:00:00 - 05/04/2024 17:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 17:00:00 - 05/04/2024 18:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 18:00:00 - 05/04/2024 19:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 19:00:00 - 05/04/2024 20:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 20:00:00 - 05/04/2024 21:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 21:00:00 - 05/04/2024 22:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 22:00:00 - 05/04/2024 23:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"05/04/2024 23:00:00 - 06/04/2024 00:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 00:00:00 - 06/04/2024 01:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 01:00:00 - 06/04/2024 02:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 02:00:00 - 06/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 03:00:00 - 06/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 04:00:00 - 06/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 05:00:00 - 06/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 06:00:00 - 06/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 07:00:00 - 06/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 08:00:00 - 06/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 09:00:00 - 06/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 10:00:00 - 06/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 11:00:00 - 06/04/2024 12:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 12:00:00 - 06/04/2024 13:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 13:00:00 - 06/04/2024 14:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 14:00:00 - 06/04/2024 15:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 15:00:00 - 06/04/2024 16:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 16:00:00 - 06/04/2024 17:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 17:00:00 - 06/04/2024 18:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 18:00:00 - 06/04/2024 19:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 19:00:00 - 06/04/2024 20:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 20:00:00 - 06/04/2024 21:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 21:00:00 - 06/04/2024 22:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 22:00:00 - 06/04/2024 23:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"06/04/2024 23:00:00 - 07/04/2024 00:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 00:00:00 - 07/04/2024 01:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 01:00:00 - 07/04/2024 02:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 02:00:00 - 07/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 03:00:00 - 07/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 04:00:00 - 07/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 05:00:00 - 07/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 06:00:00 - 07/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 07:00:00 - 07/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 08:00:00 - 07/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 09:00:00 - 07/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 10:00:00 - 07/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 11:00:00 - 07/04/2024 12:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 12:00:00 - 07/04/2024 13:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 13:00:00 - 07/04/2024 14:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 14:00:00 - 07/04/2024 15:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 15:00:00 - 07/04/2024 16:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 16:00:00 - 07/04/2024 17:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 17:00:00 - 07/04/2024 18:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 18:00:00 - 07/04/2024 19:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 19:00:00 - 07/04/2024 20:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 20:00:00 - 07/04/2024 21:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 21:00:00 - 07/04/2024 22:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 22:00:00 - 07/04/2024 23:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"07/04/2024 23:00:00 - 08/04/2024 00:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 00:00:00 - 08/04/2024 01:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 01:00:00 - 08/04/2024 02:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 02:00:00 - 08/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 03:00:00 - 08/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 04:00:00 - 08/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 05:00:00 - 08/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 06:00:00 - 08/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 07:00:00 - 08/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 08:00:00 - 08/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 09:00:00 - 08/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 10:00:00 - 08/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 11:00:00 - 08/04/2024 12:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 12:00:00 - 08/04/2024 13:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 13:00:00 - 08/04/2024 14:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 14:00:00 - 08/04/2024 15:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 15:00:00 - 08/04/2024 16:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 16:00:00 - 08/04/2024 17:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 17:00:00 - 08/04/2024 18:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 18:00:00 - 08/04/2024 19:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 19:00:00 - 08/04/2024 20:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 20:00:00 - 08/04/2024 21:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 21:00:00 - 08/04/2024 22:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 22:00:00 - 08/04/2024 23:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"08/04/2024 23:00:00 - 09/04/2024 00:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 00:00:00 - 09/04/2024 01:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 01:00:00 - 09/04/2024 02:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 02:00:00 - 09/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 03:00:00 - 09/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 04:00:00 - 09/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 05:00:00 - 09/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 06:00:00 - 09/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 07:00:00 - 09/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 08:00:00 - 09/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 09:00:00 - 09/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 10:00:00 - 09/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 11:00:00 - 09/04/2024 12:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 12:00:00 - 09/04/2024 13:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 13:00:00 - 09/04/2024 14:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 14:00:00 - 09/04/2024 15:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 15:00:00 - 09/04/2024 16:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 16:00:00 - 09/04/2024 17:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 17:00:00 - 09/04/2024 18:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 18:00:00 - 09/04/2024 19:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 19:00:00 - 09/04/2024 20:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 20:00:00 - 09/04/2024 21:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 21:00:00 - 09/04/2024 22:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 22:00:00 - 09/04/2024 23:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"09/04/2024 23:00:00 - 10/04/2024 00:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 00:00:00 - 10/04/2024 01:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 01:00:00 - 10/04/2024 02:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 02:00:00 - 10/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 03:00:00 - 10/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 04:00:00 - 10/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 05:00:00 - 10/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 06:00:00 - 10/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 07:00:00 - 10/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 08:00:00 - 10/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 09:00:00 - 10/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 10:00:00 - 10/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 11:00:00 - 10/04/2024 12:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 12:00:00 - 10/04/2024 13:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 13:00:00 - 10/04/2024 14:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 14:00:00 - 10/04/2024 15:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 15:00:00 - 10/04/2024 16:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 16:00:00 - 10/04/2024 17:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 17:00:00 - 10/04/2024 18:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 18:00:00 - 10/04/2024 19:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 19:00:00 - 10/04/2024 20:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 20:00:00 - 10/04/2024 21:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 21:00:00 - 10/04/2024 22:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 22:00:00 - 10/04/2024 23:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"10/04/2024 23:00:00 - 11/04/2024 00:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 00:00:00 - 11/04/2024 01:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 01:00:00 - 11/04/2024 02:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 02:00:00 - 11/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 03:00:00 - 11/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 04:00:00 - 11/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 05:00:00 - 11/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 06:00:00 - 11/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 07:00:00 - 11/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 08:00:00 - 11/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 09:00:00 - 11/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 10:00:00 - 11/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 11:00:00 - 11/04/2024 12:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 12:00:00 - 11/04/2024 13:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 13:00:00 - 11/04/2024 14:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 14:00:00 - 11/04/2024 15:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 15:00:00 - 11/04/2024 16:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 16:00:00 - 11/04/2024 17:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 17:00:00 - 11/04/2024 18:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 18:00:00 - 11/04/2024 19:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 19:00:00 - 11/04/2024 20:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 20:00:00 - 11/04/2024 21:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 21:00:00 - 11/04/2024 22:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 22:00:00 - 11/04/2024 23:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"11/04/2024 23:00:00 - 12/04/2024 00:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 00:00:00 - 12/04/2024 01:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 01:00:00 - 12/04/2024 02:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 02:00:00 - 12/04/2024 03:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 03:00:00 - 12/04/2024 04:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 04:00:00 - 12/04/2024 05:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 05:00:00 - 12/04/2024 06:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 06:00:00 - 12/04/2024 07:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 07:00:00 - 12/04/2024 08:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 08:00:00 - 12/04/2024 09:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 09:00:00 - 12/04/2024 10:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
"12/04/2024 10:00:00 - 12/04/2024 11:00:00","CTA|EE","Fossil Brown coal/Lignite","n/e"
