"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"30/09/2020 11:00:00 - 30/09/2020 12:00:00","CTA|EE","Fossil Gas","4.10"
"30/09/2020 12:00:00 - 30/09/2020 13:00:00","CTA|EE","Fossil Gas","4.10"
"30/09/2020 13:00:00 - 30/09/2020 14:00:00","CTA|EE","Fossil Gas","4.10"
"30/09/2020 14:00:00 - 30/09/2020 15:00:00","CTA|EE","Fossil Gas","4.10"
"30/09/2020 15:00:00 - 30/09/2020 16:00:00","CTA|EE","Fossil Gas","4.10"
"30/09/2020 16:00:00 - 30/09/2020 17:00:00","CTA|EE","Fossil Gas","4.10"
"30/09/2020 17:00:00 - 30/09/2020 18:00:00","CTA|EE","Fossil Gas","4.10"
"30/09/2020 18:00:00 - 30/09/2020 19:00:00","CTA|EE","Fossil Gas","2.40"
"30/09/2020 19:00:00 - 30/09/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"30/09/2020 20:00:00 - 30/09/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"30/09/2020 21:00:00 - 30/09/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"30/09/2020 22:00:00 - 30/09/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"30/09/2020 23:00:00 - 01/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 00:00:00 - 01/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 01:00:00 - 01/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 02:00:00 - 01/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 03:00:00 - 01/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 04:00:00 - 01/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 05:00:00 - 01/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 06:00:00 - 01/10/2020 07:00:00","CTA|EE","Fossil Gas","2.50"
"01/10/2020 07:00:00 - 01/10/2020 08:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 08:00:00 - 01/10/2020 09:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 09:00:00 - 01/10/2020 10:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 10:00:00 - 01/10/2020 11:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 11:00:00 - 01/10/2020 12:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 12:00:00 - 01/10/2020 13:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 13:00:00 - 01/10/2020 14:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 14:00:00 - 01/10/2020 15:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 15:00:00 - 01/10/2020 16:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 16:00:00 - 01/10/2020 17:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 17:00:00 - 01/10/2020 18:00:00","CTA|EE","Fossil Gas","4.10"
"01/10/2020 18:00:00 - 01/10/2020 19:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 19:00:00 - 01/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 20:00:00 - 01/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 21:00:00 - 01/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 22:00:00 - 01/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"01/10/2020 23:00:00 - 02/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 00:00:00 - 02/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 01:00:00 - 02/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 02:00:00 - 02/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 03:00:00 - 02/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 04:00:00 - 02/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 05:00:00 - 02/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 06:00:00 - 02/10/2020 07:00:00","CTA|EE","Fossil Gas","2.50"
"02/10/2020 07:00:00 - 02/10/2020 08:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 08:00:00 - 02/10/2020 09:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 09:00:00 - 02/10/2020 10:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 10:00:00 - 02/10/2020 11:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 11:00:00 - 02/10/2020 12:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 12:00:00 - 02/10/2020 13:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 13:00:00 - 02/10/2020 14:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 14:00:00 - 02/10/2020 15:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 15:00:00 - 02/10/2020 16:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 16:00:00 - 02/10/2020 17:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 17:00:00 - 02/10/2020 18:00:00","CTA|EE","Fossil Gas","4.10"
"02/10/2020 18:00:00 - 02/10/2020 19:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 19:00:00 - 02/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 20:00:00 - 02/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 21:00:00 - 02/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 22:00:00 - 02/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"02/10/2020 23:00:00 - 03/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 00:00:00 - 03/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 01:00:00 - 03/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 02:00:00 - 03/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 03:00:00 - 03/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 04:00:00 - 03/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 05:00:00 - 03/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 06:00:00 - 03/10/2020 07:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 07:00:00 - 03/10/2020 08:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 08:00:00 - 03/10/2020 09:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 09:00:00 - 03/10/2020 10:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 10:00:00 - 03/10/2020 11:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 11:00:00 - 03/10/2020 12:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 12:00:00 - 03/10/2020 13:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 13:00:00 - 03/10/2020 14:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 14:00:00 - 03/10/2020 15:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 15:00:00 - 03/10/2020 16:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 16:00:00 - 03/10/2020 17:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 17:00:00 - 03/10/2020 18:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 18:00:00 - 03/10/2020 19:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 19:00:00 - 03/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 20:00:00 - 03/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 21:00:00 - 03/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 22:00:00 - 03/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"03/10/2020 23:00:00 - 04/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 00:00:00 - 04/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 01:00:00 - 04/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 02:00:00 - 04/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 03:00:00 - 04/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 04:00:00 - 04/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 05:00:00 - 04/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 06:00:00 - 04/10/2020 07:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 07:00:00 - 04/10/2020 08:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 08:00:00 - 04/10/2020 09:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 09:00:00 - 04/10/2020 10:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 10:00:00 - 04/10/2020 11:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 11:00:00 - 04/10/2020 12:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 12:00:00 - 04/10/2020 13:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 13:00:00 - 04/10/2020 14:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 14:00:00 - 04/10/2020 15:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 15:00:00 - 04/10/2020 16:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 16:00:00 - 04/10/2020 17:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 17:00:00 - 04/10/2020 18:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 18:00:00 - 04/10/2020 19:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 19:00:00 - 04/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 20:00:00 - 04/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 21:00:00 - 04/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 22:00:00 - 04/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"04/10/2020 23:00:00 - 05/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 00:00:00 - 05/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 01:00:00 - 05/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 02:00:00 - 05/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 03:00:00 - 05/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 04:00:00 - 05/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 05:00:00 - 05/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 06:00:00 - 05/10/2020 07:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 07:00:00 - 05/10/2020 08:00:00","CTA|EE","Fossil Gas","4.00"
"05/10/2020 08:00:00 - 05/10/2020 09:00:00","CTA|EE","Fossil Gas","4.10"
"05/10/2020 09:00:00 - 05/10/2020 10:00:00","CTA|EE","Fossil Gas","4.10"
"05/10/2020 10:00:00 - 05/10/2020 11:00:00","CTA|EE","Fossil Gas","4.10"
"05/10/2020 11:00:00 - 05/10/2020 12:00:00","CTA|EE","Fossil Gas","4.10"
"05/10/2020 12:00:00 - 05/10/2020 13:00:00","CTA|EE","Fossil Gas","4.10"
"05/10/2020 13:00:00 - 05/10/2020 14:00:00","CTA|EE","Fossil Gas","4.10"
"05/10/2020 14:00:00 - 05/10/2020 15:00:00","CTA|EE","Fossil Gas","4.10"
"05/10/2020 15:00:00 - 05/10/2020 16:00:00","CTA|EE","Fossil Gas","4.10"
"05/10/2020 16:00:00 - 05/10/2020 17:00:00","CTA|EE","Fossil Gas","4.10"
"05/10/2020 17:00:00 - 05/10/2020 18:00:00","CTA|EE","Fossil Gas","4.10"
"05/10/2020 18:00:00 - 05/10/2020 19:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 19:00:00 - 05/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 20:00:00 - 05/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 21:00:00 - 05/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 22:00:00 - 05/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"05/10/2020 23:00:00 - 06/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 00:00:00 - 06/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 01:00:00 - 06/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 02:00:00 - 06/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 03:00:00 - 06/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 04:00:00 - 06/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 05:00:00 - 06/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 06:00:00 - 06/10/2020 07:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 07:00:00 - 06/10/2020 08:00:00","CTA|EE","Fossil Gas","3.30"
"06/10/2020 08:00:00 - 06/10/2020 09:00:00","CTA|EE","Fossil Gas","1.70"
"06/10/2020 09:00:00 - 06/10/2020 10:00:00","CTA|EE","Fossil Gas","4.10"
"06/10/2020 10:00:00 - 06/10/2020 11:00:00","CTA|EE","Fossil Gas","4.10"
"06/10/2020 11:00:00 - 06/10/2020 12:00:00","CTA|EE","Fossil Gas","4.10"
"06/10/2020 12:00:00 - 06/10/2020 13:00:00","CTA|EE","Fossil Gas","4.10"
"06/10/2020 13:00:00 - 06/10/2020 14:00:00","CTA|EE","Fossil Gas","4.10"
"06/10/2020 14:00:00 - 06/10/2020 15:00:00","CTA|EE","Fossil Gas","4.10"
"06/10/2020 15:00:00 - 06/10/2020 16:00:00","CTA|EE","Fossil Gas","4.10"
"06/10/2020 16:00:00 - 06/10/2020 17:00:00","CTA|EE","Fossil Gas","4.10"
"06/10/2020 17:00:00 - 06/10/2020 18:00:00","CTA|EE","Fossil Gas","4.10"
"06/10/2020 18:00:00 - 06/10/2020 19:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 19:00:00 - 06/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 20:00:00 - 06/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 21:00:00 - 06/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 22:00:00 - 06/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"06/10/2020 23:00:00 - 07/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 00:00:00 - 07/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 01:00:00 - 07/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 02:00:00 - 07/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 03:00:00 - 07/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 04:00:00 - 07/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 05:00:00 - 07/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 06:00:00 - 07/10/2020 07:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 07:00:00 - 07/10/2020 08:00:00","CTA|EE","Fossil Gas","3.30"
"07/10/2020 08:00:00 - 07/10/2020 09:00:00","CTA|EE","Fossil Gas","1.60"
"07/10/2020 09:00:00 - 07/10/2020 10:00:00","CTA|EE","Fossil Gas","4.10"
"07/10/2020 10:00:00 - 07/10/2020 11:00:00","CTA|EE","Fossil Gas","4.10"
"07/10/2020 11:00:00 - 07/10/2020 12:00:00","CTA|EE","Fossil Gas","4.10"
"07/10/2020 12:00:00 - 07/10/2020 13:00:00","CTA|EE","Fossil Gas","4.10"
"07/10/2020 13:00:00 - 07/10/2020 14:00:00","CTA|EE","Fossil Gas","4.10"
"07/10/2020 14:00:00 - 07/10/2020 15:00:00","CTA|EE","Fossil Gas","4.10"
"07/10/2020 15:00:00 - 07/10/2020 16:00:00","CTA|EE","Fossil Gas","4.10"
"07/10/2020 16:00:00 - 07/10/2020 17:00:00","CTA|EE","Fossil Gas","4.10"
"07/10/2020 17:00:00 - 07/10/2020 18:00:00","CTA|EE","Fossil Gas","4.10"
"07/10/2020 18:00:00 - 07/10/2020 19:00:00","CTA|EE","Fossil Gas","2.50"
"07/10/2020 19:00:00 - 07/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 20:00:00 - 07/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 21:00:00 - 07/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 22:00:00 - 07/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"07/10/2020 23:00:00 - 08/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 00:00:00 - 08/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 01:00:00 - 08/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 02:00:00 - 08/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 03:00:00 - 08/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 04:00:00 - 08/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 05:00:00 - 08/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 06:00:00 - 08/10/2020 07:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 07:00:00 - 08/10/2020 08:00:00","CTA|EE","Fossil Gas","4.10"
"08/10/2020 08:00:00 - 08/10/2020 09:00:00","CTA|EE","Fossil Gas","4.10"
"08/10/2020 09:00:00 - 08/10/2020 10:00:00","CTA|EE","Fossil Gas","4.10"
"08/10/2020 10:00:00 - 08/10/2020 11:00:00","CTA|EE","Fossil Gas","4.10"
"08/10/2020 11:00:00 - 08/10/2020 12:00:00","CTA|EE","Fossil Gas","4.10"
"08/10/2020 12:00:00 - 08/10/2020 13:00:00","CTA|EE","Fossil Gas","4.10"
"08/10/2020 13:00:00 - 08/10/2020 14:00:00","CTA|EE","Fossil Gas","4.10"
"08/10/2020 14:00:00 - 08/10/2020 15:00:00","CTA|EE","Fossil Gas","3.90"
"08/10/2020 15:00:00 - 08/10/2020 16:00:00","CTA|EE","Fossil Gas","3.90"
"08/10/2020 16:00:00 - 08/10/2020 17:00:00","CTA|EE","Fossil Gas","4.10"
"08/10/2020 17:00:00 - 08/10/2020 18:00:00","CTA|EE","Fossil Gas","4.10"
"08/10/2020 18:00:00 - 08/10/2020 19:00:00","CTA|EE","Fossil Gas","2.50"
"08/10/2020 19:00:00 - 08/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 20:00:00 - 08/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 21:00:00 - 08/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 22:00:00 - 08/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"08/10/2020 23:00:00 - 09/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 00:00:00 - 09/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 01:00:00 - 09/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 02:00:00 - 09/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 03:00:00 - 09/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 04:00:00 - 09/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 05:00:00 - 09/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 06:00:00 - 09/10/2020 07:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 07:00:00 - 09/10/2020 08:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 08:00:00 - 09/10/2020 09:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 09:00:00 - 09/10/2020 10:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 10:00:00 - 09/10/2020 11:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 11:00:00 - 09/10/2020 12:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 12:00:00 - 09/10/2020 13:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 13:00:00 - 09/10/2020 14:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 14:00:00 - 09/10/2020 15:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 15:00:00 - 09/10/2020 16:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 16:00:00 - 09/10/2020 17:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 17:00:00 - 09/10/2020 18:00:00","CTA|EE","Fossil Gas","4.10"
"09/10/2020 18:00:00 - 09/10/2020 19:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 19:00:00 - 09/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 20:00:00 - 09/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 21:00:00 - 09/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 22:00:00 - 09/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"09/10/2020 23:00:00 - 10/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 00:00:00 - 10/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 01:00:00 - 10/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 02:00:00 - 10/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 03:00:00 - 10/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 04:00:00 - 10/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 05:00:00 - 10/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 06:00:00 - 10/10/2020 07:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 07:00:00 - 10/10/2020 08:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 08:00:00 - 10/10/2020 09:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 09:00:00 - 10/10/2020 10:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 10:00:00 - 10/10/2020 11:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 11:00:00 - 10/10/2020 12:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 12:00:00 - 10/10/2020 13:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 13:00:00 - 10/10/2020 14:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 14:00:00 - 10/10/2020 15:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 15:00:00 - 10/10/2020 16:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 16:00:00 - 10/10/2020 17:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 17:00:00 - 10/10/2020 18:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 18:00:00 - 10/10/2020 19:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 19:00:00 - 10/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 20:00:00 - 10/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 21:00:00 - 10/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 22:00:00 - 10/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"10/10/2020 23:00:00 - 11/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 00:00:00 - 11/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 01:00:00 - 11/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 02:00:00 - 11/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 03:00:00 - 11/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 04:00:00 - 11/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 05:00:00 - 11/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 06:00:00 - 11/10/2020 07:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 07:00:00 - 11/10/2020 08:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 08:00:00 - 11/10/2020 09:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 09:00:00 - 11/10/2020 10:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 10:00:00 - 11/10/2020 11:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 11:00:00 - 11/10/2020 12:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 12:00:00 - 11/10/2020 13:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 13:00:00 - 11/10/2020 14:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 14:00:00 - 11/10/2020 15:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 15:00:00 - 11/10/2020 16:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 16:00:00 - 11/10/2020 17:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 17:00:00 - 11/10/2020 18:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 18:00:00 - 11/10/2020 19:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 19:00:00 - 11/10/2020 20:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 20:00:00 - 11/10/2020 21:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 21:00:00 - 11/10/2020 22:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 22:00:00 - 11/10/2020 23:00:00","CTA|EE","Fossil Gas","2.40"
"11/10/2020 23:00:00 - 12/10/2020 00:00:00","CTA|EE","Fossil Gas","2.40"
"12/10/2020 00:00:00 - 12/10/2020 01:00:00","CTA|EE","Fossil Gas","2.40"
"12/10/2020 01:00:00 - 12/10/2020 02:00:00","CTA|EE","Fossil Gas","2.40"
"12/10/2020 02:00:00 - 12/10/2020 03:00:00","CTA|EE","Fossil Gas","2.40"
"12/10/2020 03:00:00 - 12/10/2020 04:00:00","CTA|EE","Fossil Gas","2.40"
"12/10/2020 04:00:00 - 12/10/2020 05:00:00","CTA|EE","Fossil Gas","2.40"
"12/10/2020 05:00:00 - 12/10/2020 06:00:00","CTA|EE","Fossil Gas","2.40"
"12/10/2020 06:00:00 - 12/10/2020 07:00:00","CTA|EE","Fossil Gas","2.40"
"12/10/2020 07:00:00 - 12/10/2020 08:00:00","CTA|EE","Fossil Gas","4.10"
